Waktu(s),ID_Agen,Tipe_Agen,ID_Edge,Fungsi_Edge
488.70,Ped2.18,Pedestrian,-E6,normal
488.70,Ped2.19,Pedestrian,-E6,normal
488.70,Ped2.20,Pedestrian,:J5_c0,crossing
488.80,CyanCar.25,Vehicle,E4,normal
488.80,CyanCar.26,Vehicle,:J5_5,internal
488.80,CyanCar.27,Vehicle,-E6,normal
488.80,RedCar.25,Vehicle,E6,normal
488.80,RedCar.26,Vehicle,:J5_13,internal
488.80,RedCar.27,Vehicle,-E4,normal
488.80,Ped1.17,Pedestrian,-E4,normal
488.80,Ped1.18,Pedestrian,-E4,normal
488.80,Ped1.19,Pedestrian,-E4,normal
488.80,Ped1.20,Pedestrian,:J5_c1,crossing
488.80,Ped2.17,Pedestrian,-E6,normal
488.80,Ped2.18,Pedestrian,-E6,normal
488.80,Ped2.19,Pedestrian,-E6,normal
488.80,Ped2.20,Pedestrian,:J5_c0,crossing
488.90,CyanCar.25,Vehicle,E4,normal
488.90,CyanCar.26,Vehicle,:J5_5,internal
488.90,CyanCar.27,Vehicle,-E6,normal
488.90,RedCar.25,Vehicle,E6,normal
488.90,RedCar.26,Vehicle,:J5_13,internal
488.90,RedCar.27,Vehicle,-E4,normal
488.90,Ped1.17,Pedestrian,-E4,normal
488.90,Ped1.18,Pedestrian,-E4,normal
488.90,Ped1.19,Pedestrian,-E4,normal
488.90,Ped1.20,Pedestrian,:J5_c1,crossing
488.90,Ped2.17,Pedestrian,-E6,normal
488.90,Ped2.18,Pedestrian,-E6,normal
488.90,Ped2.19,Pedestrian,-E6,normal
488.90,Ped2.20,Pedestrian,:J5_c0,crossing
489.00,CyanCar.25,Vehicle,E4,normal
489.00,CyanCar.26,Vehicle,:J5_5,internal
489.00,CyanCar.27,Vehicle,-E6,normal
489.00,RedCar.25,Vehicle,E6,normal
489.00,RedCar.26,Vehicle,:J5_13,internal
489.00,RedCar.27,Vehicle,-E4,normal
489.00,Ped1.17,Pedestrian,-E4,normal
489.00,Ped1.18,Pedestrian,-E4,normal
489.00,Ped1.19,Pedestrian,-E4,normal
489.00,Ped1.20,Pedestrian,:J5_c1,crossing
489.00,Ped2.17,Pedestrian,-E6,normal
489.00,Ped2.18,Pedestrian,-E6,normal
489.00,Ped2.19,Pedestrian,-E6,normal
489.00,Ped2.20,Pedestrian,:J5_c0,crossing
489.10,CyanCar.25,Vehicle,E4,normal
489.10,CyanCar.26,Vehicle,:J5_5,internal
489.10,CyanCar.27,Vehicle,-E6,normal
489.10,RedCar.25,Vehicle,E6,normal
489.10,RedCar.26,Vehicle,:J5_13,internal
489.10,RedCar.27,Vehicle,-E4,normal
489.10,Ped1.17,Pedestrian,-E4,normal
489.10,Ped1.18,Pedestrian,-E4,normal
489.10,Ped1.19,Pedestrian,-E4,normal
489.10,Ped1.20,Pedestrian,:J5_c1,crossing
489.10,Ped2.17,Pedestrian,-E6,normal
489.10,Ped2.18,Pedestrian,-E6,normal
489.10,Ped2.19,Pedestrian,-E6,normal
489.10,Ped2.20,Pedestrian,:J5_c0,crossing
489.20,CyanCar.25,Vehicle,E4,normal
489.20,CyanCar.26,Vehicle,:J5_5,internal
489.20,CyanCar.27,Vehicle,-E6,normal
489.20,RedCar.25,Vehicle,E6,normal
489.20,RedCar.26,Vehicle,:J5_13,internal
489.20,RedCar.27,Vehicle,-E4,normal
489.20,Ped1.17,Pedestrian,-E4,normal
489.20,Ped1.18,Pedestrian,-E4,normal
489.20,Ped1.19,Pedestrian,-E4,normal
489.20,Ped1.20,Pedestrian,:J5_c1,crossing
489.20,Ped2.17,Pedestrian,-E6,normal
489.20,Ped2.18,Pedestrian,-E6,normal
489.20,Ped2.19,Pedestrian,-E6,normal
489.20,Ped2.20,Pedestrian,:J5_c0,crossing
489.30,CyanCar.25,Vehicle,E4,normal
489.30,CyanCar.26,Vehicle,:J5_5,internal
489.30,CyanCar.27,Vehicle,-E6,normal
489.30,RedCar.25,Vehicle,E6,normal
489.30,RedCar.26,Vehicle,:J5_13,internal
489.30,RedCar.27,Vehicle,-E4,normal
489.30,Ped1.17,Pedestrian,-E4,normal
489.30,Ped1.18,Pedestrian,-E4,normal
489.30,Ped1.19,Pedestrian,-E4,normal
489.30,Ped1.20,Pedestrian,:J5_c1,crossing
489.30,Ped2.17,Pedestrian,-E6,normal
489.30,Ped2.18,Pedestrian,-E6,normal
489.30,Ped2.19,Pedestrian,-E6,normal
489.30,Ped2.20,Pedestrian,:J5_c0,crossing
489.40,CyanCar.25,Vehicle,E4,normal
489.40,CyanCar.26,Vehicle,:J5_5,internal
489.40,CyanCar.27,Vehicle,-E6,normal
489.40,RedCar.25,Vehicle,E6,normal
489.40,RedCar.26,Vehicle,E6,normal
489.40,RedCar.27,Vehicle,-E4,normal
489.40,Ped1.17,Pedestrian,-E4,normal
489.40,Ped1.18,Pedestrian,-E4,normal
489.40,Ped1.19,Pedestrian,-E4,normal
489.40,Ped1.20,Pedestrian,:J5_c1,crossing
489.40,Ped2.17,Pedestrian,-E6,normal
489.40,Ped2.18,Pedestrian,-E6,normal
489.40,Ped2.19,Pedestrian,-E6,normal
489.40,Ped2.20,Pedestrian,:J5_c0,crossing
489.50,CyanCar.25,Vehicle,E4,normal
489.50,CyanCar.26,Vehicle,:J5_5,internal
489.50,CyanCar.27,Vehicle,-E6,normal
489.50,RedCar.25,Vehicle,E6,normal
489.50,RedCar.26,Vehicle,E6,normal
489.50,RedCar.27,Vehicle,-E4,normal
489.50,Ped1.17,Pedestrian,-E4,normal
489.50,Ped1.18,Pedestrian,-E4,normal
489.50,Ped1.19,Pedestrian,-E4,normal
489.50,Ped1.20,Pedestrian,:J5_c1,crossing
489.50,Ped2.17,Pedestrian,-E6,normal
489.50,Ped2.18,Pedestrian,-E6,normal
489.50,Ped2.19,Pedestrian,-E6,normal
489.50,Ped2.20,Pedestrian,:J5_c0,crossing
489.60,CyanCar.25,Vehicle,E4,normal
489.60,CyanCar.26,Vehicle,:J5_5,internal
489.60,CyanCar.27,Vehicle,-E6,normal
489.60,RedCar.25,Vehicle,E6,normal
489.60,RedCar.26,Vehicle,E6,normal
489.60,RedCar.27,Vehicle,-E4,normal
489.60,Ped1.17,Pedestrian,-E4,normal
489.60,Ped1.18,Pedestrian,-E4,normal
489.60,Ped1.19,Pedestrian,-E4,normal
489.60,Ped1.20,Pedestrian,:J5_c1,crossing
489.60,Ped2.17,Pedestrian,-E6,normal
489.60,Ped2.18,Pedestrian,-E6,normal
489.60,Ped2.19,Pedestrian,-E6,normal
489.60,Ped2.20,Pedestrian,:J5_c0,crossing
489.70,CyanCar.25,Vehicle,E4,normal
489.70,CyanCar.26,Vehicle,:J5_5,internal
489.70,CyanCar.27,Vehicle,-E6,normal
489.70,RedCar.25,Vehicle,E6,normal
489.70,RedCar.26,Vehicle,E6,normal
489.70,RedCar.27,Vehicle,-E4,normal
489.70,Ped1.17,Pedestrian,-E4,normal
489.70,Ped1.18,Pedestrian,-E4,normal
489.70,Ped1.19,Pedestrian,-E4,normal
489.70,Ped1.20,Pedestrian,:J5_c1,crossing
489.70,Ped2.17,Pedestrian,-E6,normal
489.70,Ped2.18,Pedestrian,-E6,normal
489.70,Ped2.19,Pedestrian,-E6,normal
489.70,Ped2.20,Pedestrian,:J5_c0,crossing
489.80,CyanCar.25,Vehicle,E4,normal
489.80,CyanCar.26,Vehicle,:J5_5,internal
489.80,CyanCar.27,Vehicle,-E6,normal
489.80,RedCar.25,Vehicle,E6,normal
489.80,RedCar.26,Vehicle,E6,normal
489.80,RedCar.27,Vehicle,-E4,normal
489.80,Ped1.17,Pedestrian,-E4,normal
489.80,Ped1.18,Pedestrian,-E4,normal
489.80,Ped1.19,Pedestrian,-E4,normal
489.80,Ped1.20,Pedestrian,:J5_c1,crossing
489.80,Ped2.17,Pedestrian,-E6,normal
489.80,Ped2.18,Pedestrian,-E6,normal
489.80,Ped2.19,Pedestrian,-E6,normal
489.80,Ped2.20,Pedestrian,:J5_c0,crossing
489.90,CyanCar.25,Vehicle,E4,normal
489.90,CyanCar.26,Vehicle,:J5_5,internal
489.90,CyanCar.27,Vehicle,-E6,normal
489.90,RedCar.25,Vehicle,E6,normal
489.90,RedCar.26,Vehicle,E6,normal
489.90,RedCar.27,Vehicle,-E4,normal
489.90,Ped1.17,Pedestrian,-E4,normal
489.90,Ped1.18,Pedestrian,-E4,normal
489.90,Ped1.19,Pedestrian,-E4,normal
489.90,Ped1.20,Pedestrian,:J5_c1,crossing
489.90,Ped2.17,Pedestrian,-E6,normal
489.90,Ped2.18,Pedestrian,-E6,normal
489.90,Ped2.19,Pedestrian,-E6,normal
489.90,Ped2.20,Pedestrian,:J5_c0,crossing
490.00,CyanCar.25,Vehicle,E4,normal
490.00,CyanCar.26,Vehicle,:J5_5,internal
490.00,CyanCar.27,Vehicle,-E6,normal
490.00,RedCar.25,Vehicle,E6,normal
490.00,RedCar.26,Vehicle,E6,normal
490.00,RedCar.27,Vehicle,-E4,normal
490.00,Ped1.17,Pedestrian,-E4,normal
490.00,Ped1.18,Pedestrian,-E4,normal
490.00,Ped1.19,Pedestrian,-E4,normal
490.00,Ped1.20,Pedestrian,:J5_c1,crossing
490.00,Ped2.17,Pedestrian,-E6,normal
490.00,Ped2.18,Pedestrian,-E6,normal
490.00,Ped2.19,Pedestrian,-E6,normal
490.00,Ped2.20,Pedestrian,:J5_c0,crossing
490.10,CyanCar.25,Vehicle,E4,normal
490.10,CyanCar.26,Vehicle,:J5_5,internal
490.10,CyanCar.27,Vehicle,-E6,normal
490.10,RedCar.25,Vehicle,E6,normal
490.10,RedCar.26,Vehicle,E6,normal
490.10,RedCar.27,Vehicle,-E4,normal
490.10,Ped1.17,Pedestrian,-E4,normal
490.10,Ped1.18,Pedestrian,-E4,normal
490.10,Ped1.19,Pedestrian,-E4,normal
490.10,Ped1.20,Pedestrian,:J5_c1,crossing
490.10,Ped2.17,Pedestrian,-E6,normal
490.10,Ped2.18,Pedestrian,-E6,normal
490.10,Ped2.19,Pedestrian,-E6,normal
490.10,Ped2.20,Pedestrian,:J5_c0,crossing
490.20,CyanCar.25,Vehicle,E4,normal
490.20,CyanCar.26,Vehicle,:J5_5,internal
490.20,CyanCar.27,Vehicle,-E6,normal
490.20,RedCar.25,Vehicle,E6,normal
490.20,RedCar.26,Vehicle,E6,normal
490.20,RedCar.27,Vehicle,-E4,normal
490.20,Ped1.17,Pedestrian,-E4,normal
490.20,Ped1.18,Pedestrian,-E4,normal
490.20,Ped1.19,Pedestrian,-E4,normal
490.20,Ped1.20,Pedestrian,:J5_c1,crossing
490.20,Ped2.17,Pedestrian,-E6,normal
490.20,Ped2.18,Pedestrian,-E6,normal
490.20,Ped2.19,Pedestrian,-E6,normal
490.20,Ped2.20,Pedestrian,:J5_c0,crossing
490.30,CyanCar.26,Vehicle,:J5_5,internal
490.30,CyanCar.27,Vehicle,-E6,normal
490.30,RedCar.25,Vehicle,E6,normal
490.30,RedCar.26,Vehicle,E6,normal
490.30,RedCar.27,Vehicle,-E4,normal
490.30,Ped1.17,Pedestrian,-E4,normal
490.30,Ped1.18,Pedestrian,-E4,normal
490.30,Ped1.19,Pedestrian,-E4,normal
490.30,Ped1.20,Pedestrian,:J5_c1,crossing
490.30,Ped2.17,Pedestrian,-E6,normal
490.30,Ped2.18,Pedestrian,-E6,normal
490.30,Ped2.19,Pedestrian,-E6,normal
490.30,Ped2.20,Pedestrian,:J5_c0,crossing
490.40,CyanCar.26,Vehicle,:J5_5,internal
490.40,CyanCar.27,Vehicle,-E6,normal
490.40,RedCar.25,Vehicle,E6,normal
490.40,RedCar.26,Vehicle,E6,normal
490.40,RedCar.27,Vehicle,-E4,normal
490.40,Ped1.17,Pedestrian,-E4,normal
490.40,Ped1.18,Pedestrian,-E4,normal
490.40,Ped1.19,Pedestrian,-E4,normal
490.40,Ped1.20,Pedestrian,:J5_c1,crossing
490.40,Ped2.17,Pedestrian,-E6,normal
490.40,Ped2.18,Pedestrian,-E6,normal
490.40,Ped2.19,Pedestrian,-E6,normal
490.40,Ped2.20,Pedestrian,:J5_c0,crossing
490.50,CyanCar.26,Vehicle,:J5_5,internal
490.50,CyanCar.27,Vehicle,-E6,normal
490.50,RedCar.25,Vehicle,E6,normal
490.50,RedCar.26,Vehicle,E6,normal
490.50,RedCar.27,Vehicle,-E4,normal
490.50,Ped1.17,Pedestrian,-E4,normal
490.50,Ped1.18,Pedestrian,-E4,normal
490.50,Ped1.19,Pedestrian,-E4,normal
490.50,Ped1.20,Pedestrian,:J5_c1,crossing
490.50,Ped2.17,Pedestrian,-E6,normal
490.50,Ped2.18,Pedestrian,-E6,normal
490.50,Ped2.19,Pedestrian,-E6,normal
490.50,Ped2.20,Pedestrian,:J5_c0,crossing
490.60,CyanCar.26,Vehicle,:J5_5,internal
490.60,CyanCar.27,Vehicle,-E6,normal
490.60,RedCar.25,Vehicle,E6,normal
490.60,RedCar.26,Vehicle,E6,normal
490.60,RedCar.27,Vehicle,-E4,normal
490.60,Ped1.17,Pedestrian,-E4,normal
490.60,Ped1.18,Pedestrian,-E4,normal
490.60,Ped1.19,Pedestrian,-E4,normal
490.60,Ped1.20,Pedestrian,:J5_c1,crossing
490.60,Ped2.17,Pedestrian,-E6,normal
490.60,Ped2.18,Pedestrian,-E6,normal
490.60,Ped2.19,Pedestrian,-E6,normal
490.60,Ped2.20,Pedestrian,:J5_c0,crossing
490.70,CyanCar.26,Vehicle,:J5_5,internal
490.70,CyanCar.27,Vehicle,-E6,normal
490.70,RedCar.25,Vehicle,E6,normal
490.70,RedCar.26,Vehicle,E6,normal
490.70,RedCar.27,Vehicle,-E4,normal
490.70,Ped1.17,Pedestrian,-E4,normal
490.70,Ped1.18,Pedestrian,-E4,normal
490.70,Ped1.19,Pedestrian,-E4,normal
490.70,Ped1.20,Pedestrian,:J5_c1,crossing
490.70,Ped2.17,Pedestrian,-E6,normal
490.70,Ped2.18,Pedestrian,-E6,normal
490.70,Ped2.19,Pedestrian,-E6,normal
490.70,Ped2.20,Pedestrian,:J5_c0,crossing
490.80,CyanCar.26,Vehicle,:J5_5,internal
490.80,CyanCar.27,Vehicle,-E6,normal
490.80,RedCar.25,Vehicle,E6,normal
490.80,RedCar.26,Vehicle,E6,normal
490.80,RedCar.27,Vehicle,-E4,normal
490.80,Ped1.17,Pedestrian,-E4,normal
490.80,Ped1.18,Pedestrian,-E4,normal
490.80,Ped1.19,Pedestrian,-E4,normal
490.80,Ped1.20,Pedestrian,:J5_c1,crossing
490.80,Ped2.17,Pedestrian,-E6,normal
490.80,Ped2.18,Pedestrian,-E6,normal
490.80,Ped2.19,Pedestrian,-E6,normal
490.80,Ped2.20,Pedestrian,:J5_c0,crossing
490.90,CyanCar.26,Vehicle,:J5_5,internal
490.90,CyanCar.27,Vehicle,-E6,normal
490.90,RedCar.25,Vehicle,E6,normal
490.90,RedCar.26,Vehicle,E6,normal
490.90,RedCar.27,Vehicle,-E4,normal
490.90,Ped1.17,Pedestrian,-E4,normal
490.90,Ped1.18,Pedestrian,-E4,normal
490.90,Ped1.19,Pedestrian,-E4,normal
490.90,Ped1.20,Pedestrian,:J5_c1,crossing
490.90,Ped2.17,Pedestrian,-E6,normal
490.90,Ped2.18,Pedestrian,-E6,normal
490.90,Ped2.19,Pedestrian,-E6,normal
490.90,Ped2.20,Pedestrian,:J5_c0,crossing
491.00,CyanCar.26,Vehicle,:J5_5,internal
491.00,CyanCar.27,Vehicle,-E6,normal
491.00,RedCar.25,Vehicle,E6,normal
491.00,RedCar.26,Vehicle,E6,normal
491.00,RedCar.27,Vehicle,-E4,normal
491.00,Ped1.17,Pedestrian,-E4,normal
491.00,Ped1.18,Pedestrian,-E4,normal
491.00,Ped1.19,Pedestrian,-E4,normal
491.00,Ped1.20,Pedestrian,:J5_c1,crossing
491.00,Ped2.17,Pedestrian,-E6,normal
491.00,Ped2.18,Pedestrian,-E6,normal
491.00,Ped2.19,Pedestrian,-E6,normal
491.00,Ped2.20,Pedestrian,:J5_c0,crossing
491.10,CyanCar.26,Vehicle,:J5_5,internal
491.10,CyanCar.27,Vehicle,-E6,normal
491.10,RedCar.25,Vehicle,E6,normal
491.10,RedCar.26,Vehicle,E6,normal
491.10,RedCar.27,Vehicle,-E4,normal
491.10,Ped1.17,Pedestrian,-E4,normal
491.10,Ped1.18,Pedestrian,-E4,normal
491.10,Ped1.19,Pedestrian,-E4,normal
491.10,Ped1.20,Pedestrian,:J5_c1,crossing
491.10,Ped2.17,Pedestrian,-E6,normal
491.10,Ped2.18,Pedestrian,-E6,normal
491.10,Ped2.19,Pedestrian,-E6,normal
491.10,Ped2.20,Pedestrian,:J5_c0,crossing
491.20,CyanCar.26,Vehicle,E4,normal
491.20,CyanCar.27,Vehicle,-E6,normal
491.20,RedCar.25,Vehicle,E6,normal
491.20,RedCar.26,Vehicle,E6,normal
491.20,RedCar.27,Vehicle,-E4,normal
491.20,Ped1.17,Pedestrian,-E4,normal
491.20,Ped1.18,Pedestrian,-E4,normal
491.20,Ped1.19,Pedestrian,-E4,normal
491.20,Ped1.20,Pedestrian,:J5_c1,crossing
491.20,Ped2.17,Pedestrian,-E6,normal
491.20,Ped2.18,Pedestrian,-E6,normal
491.20,Ped2.19,Pedestrian,-E6,normal
491.20,Ped2.20,Pedestrian,:J5_c0,crossing
491.30,CyanCar.26,Vehicle,E4,normal
491.30,CyanCar.27,Vehicle,-E6,normal
491.30,RedCar.25,Vehicle,E6,normal
491.30,RedCar.26,Vehicle,E6,normal
491.30,RedCar.27,Vehicle,-E4,normal
491.30,Ped1.17,Pedestrian,-E4,normal
491.30,Ped1.18,Pedestrian,-E4,normal
491.30,Ped1.19,Pedestrian,-E4,normal
491.30,Ped1.20,Pedestrian,:J5_c1,crossing
491.30,Ped2.17,Pedestrian,-E6,normal
491.30,Ped2.18,Pedestrian,-E6,normal
491.30,Ped2.19,Pedestrian,-E6,normal
491.30,Ped2.20,Pedestrian,:J5_c0,crossing
491.40,CyanCar.26,Vehicle,E4,normal
491.40,CyanCar.27,Vehicle,-E6,normal
491.40,RedCar.25,Vehicle,E6,normal
491.40,RedCar.26,Vehicle,E6,normal
491.40,RedCar.27,Vehicle,-E4,normal
491.40,Ped1.17,Pedestrian,-E4,normal
491.40,Ped1.18,Pedestrian,-E4,normal
491.40,Ped1.19,Pedestrian,-E4,normal
491.40,Ped1.20,Pedestrian,:J5_c1,crossing
491.40,Ped2.17,Pedestrian,-E6,normal
491.40,Ped2.18,Pedestrian,-E6,normal
491.40,Ped2.19,Pedestrian,-E6,normal
491.40,Ped2.20,Pedestrian,:J5_c0,crossing
491.50,CyanCar.26,Vehicle,E4,normal
491.50,CyanCar.27,Vehicle,-E6,normal
491.50,RedCar.25,Vehicle,E6,normal
491.50,RedCar.26,Vehicle,E6,normal
491.50,RedCar.27,Vehicle,-E4,normal
491.50,Ped1.17,Pedestrian,-E4,normal
491.50,Ped1.18,Pedestrian,-E4,normal
491.50,Ped1.19,Pedestrian,-E4,normal
491.50,Ped1.20,Pedestrian,:J5_c1,crossing
491.50,Ped2.17,Pedestrian,-E6,normal
491.50,Ped2.18,Pedestrian,-E6,normal
491.50,Ped2.19,Pedestrian,-E6,normal
491.50,Ped2.20,Pedestrian,:J5_c0,crossing
491.60,CyanCar.26,Vehicle,E4,normal
491.60,CyanCar.27,Vehicle,-E6,normal
491.60,RedCar.25,Vehicle,E6,normal
491.60,RedCar.26,Vehicle,E6,normal
491.60,RedCar.27,Vehicle,-E4,normal
491.60,Ped1.17,Pedestrian,-E4,normal
491.60,Ped1.18,Pedestrian,-E4,normal
491.60,Ped1.19,Pedestrian,-E4,normal
491.60,Ped1.20,Pedestrian,:J5_c1,crossing
491.60,Ped2.17,Pedestrian,-E6,normal
491.60,Ped2.18,Pedestrian,-E6,normal
491.60,Ped2.19,Pedestrian,-E6,normal
491.60,Ped2.20,Pedestrian,:J5_w1,walkingarea
491.70,CyanCar.26,Vehicle,E4,normal
491.70,CyanCar.27,Vehicle,-E6,normal
491.70,RedCar.25,Vehicle,E6,normal
491.70,RedCar.26,Vehicle,E6,normal
491.70,RedCar.27,Vehicle,-E4,normal
491.70,Ped1.17,Pedestrian,-E4,normal
491.70,Ped1.18,Pedestrian,-E4,normal
491.70,Ped1.19,Pedestrian,-E4,normal
491.70,Ped1.20,Pedestrian,:J5_c1,crossing
491.70,Ped2.17,Pedestrian,-E6,normal
491.70,Ped2.18,Pedestrian,-E6,normal
491.70,Ped2.19,Pedestrian,-E6,normal
491.70,Ped2.20,Pedestrian,:J5_w1,walkingarea
491.80,CyanCar.26,Vehicle,E4,normal
491.80,CyanCar.27,Vehicle,-E6,normal
491.80,RedCar.25,Vehicle,E6,normal
491.80,RedCar.26,Vehicle,E6,normal
491.80,RedCar.27,Vehicle,-E4,normal
491.80,Ped1.17,Pedestrian,-E4,normal
491.80,Ped1.18,Pedestrian,-E4,normal
491.80,Ped1.19,Pedestrian,-E4,normal
491.80,Ped1.20,Pedestrian,:J5_c1,crossing
491.80,Ped2.17,Pedestrian,-E6,normal
491.80,Ped2.18,Pedestrian,-E6,normal
491.80,Ped2.19,Pedestrian,-E6,normal
491.80,Ped2.20,Pedestrian,:J5_w1,walkingarea
491.90,CyanCar.26,Vehicle,E4,normal
491.90,CyanCar.27,Vehicle,-E6,normal
491.90,RedCar.25,Vehicle,E6,normal
491.90,RedCar.26,Vehicle,E6,normal
491.90,RedCar.27,Vehicle,-E4,normal
491.90,Ped1.17,Pedestrian,-E4,normal
491.90,Ped1.18,Pedestrian,-E4,normal
491.90,Ped1.19,Pedestrian,-E4,normal
491.90,Ped1.20,Pedestrian,:J5_c1,crossing
491.90,Ped2.17,Pedestrian,-E6,normal
491.90,Ped2.18,Pedestrian,-E6,normal
491.90,Ped2.19,Pedestrian,-E6,normal
491.90,Ped2.20,Pedestrian,:J5_w1,walkingarea
492.00,CyanCar.26,Vehicle,E4,normal
492.00,CyanCar.27,Vehicle,-E6,normal
492.00,RedCar.25,Vehicle,E6,normal
492.00,RedCar.26,Vehicle,E6,normal
492.00,RedCar.27,Vehicle,-E4,normal
492.00,Ped1.17,Pedestrian,-E4,normal
492.00,Ped1.18,Pedestrian,-E4,normal
492.00,Ped1.19,Pedestrian,-E4,normal
492.00,Ped1.20,Pedestrian,:J5_c1,crossing
492.00,Ped2.17,Pedestrian,-E6,normal
492.00,Ped2.18,Pedestrian,-E6,normal
492.00,Ped2.19,Pedestrian,-E6,normal
492.00,Ped2.20,Pedestrian,:J5_w1,walkingarea
492.10,CyanCar.26,Vehicle,E4,normal
492.10,CyanCar.27,Vehicle,-E6,normal
492.10,RedCar.25,Vehicle,E6,normal
492.10,RedCar.26,Vehicle,E6,normal
492.10,RedCar.27,Vehicle,-E4,normal
492.10,Ped1.17,Pedestrian,-E4,normal
492.10,Ped1.18,Pedestrian,-E4,normal
492.10,Ped1.19,Pedestrian,-E4,normal
492.10,Ped1.20,Pedestrian,:J5_c1,crossing
492.10,Ped2.17,Pedestrian,-E6,normal
492.10,Ped2.18,Pedestrian,-E6,normal
492.10,Ped2.19,Pedestrian,-E6,normal
492.10,Ped2.20,Pedestrian,:J5_w1,walkingarea
492.20,CyanCar.26,Vehicle,E4,normal
492.20,CyanCar.27,Vehicle,-E6,normal
492.20,RedCar.25,Vehicle,E6,normal
492.20,RedCar.26,Vehicle,E6,normal
492.20,RedCar.27,Vehicle,-E4,normal
492.20,Ped1.17,Pedestrian,-E4,normal
492.20,Ped1.18,Pedestrian,-E4,normal
492.20,Ped1.19,Pedestrian,-E4,normal
492.20,Ped1.20,Pedestrian,:J5_c1,crossing
492.20,Ped2.17,Pedestrian,-E6,normal
492.20,Ped2.18,Pedestrian,-E6,normal
492.20,Ped2.19,Pedestrian,-E6,normal
492.20,Ped2.20,Pedestrian,:J5_w1,walkingarea
492.30,CyanCar.26,Vehicle,E4,normal
492.30,CyanCar.27,Vehicle,-E6,normal
492.30,RedCar.25,Vehicle,E6,normal
492.30,RedCar.26,Vehicle,E6,normal
492.30,RedCar.27,Vehicle,-E4,normal
492.30,Ped1.17,Pedestrian,-E4,normal
492.30,Ped1.18,Pedestrian,-E4,normal
492.30,Ped1.19,Pedestrian,-E4,normal
492.30,Ped1.20,Pedestrian,:J5_c1,crossing
492.30,Ped2.17,Pedestrian,-E6,normal
492.30,Ped2.18,Pedestrian,-E6,normal
492.30,Ped2.19,Pedestrian,-E6,normal
492.30,Ped2.20,Pedestrian,:J5_w1,walkingarea
492.40,CyanCar.26,Vehicle,E4,normal
492.40,CyanCar.27,Vehicle,-E6,normal
492.40,RedCar.25,Vehicle,E6,normal
492.40,RedCar.26,Vehicle,E6,normal
492.40,RedCar.27,Vehicle,-E4,normal
492.40,Ped1.17,Pedestrian,-E4,normal
492.40,Ped1.18,Pedestrian,-E4,normal
492.40,Ped1.19,Pedestrian,-E4,normal
492.40,Ped1.20,Pedestrian,:J5_c1,crossing
492.40,Ped2.17,Pedestrian,-E6,normal
492.40,Ped2.18,Pedestrian,-E6,normal
492.40,Ped2.19,Pedestrian,-E6,normal
492.40,Ped2.20,Pedestrian,:J5_w1,walkingarea
492.50,CyanCar.26,Vehicle,E4,normal
492.50,CyanCar.27,Vehicle,-E6,normal
492.50,RedCar.25,Vehicle,E6,normal
492.50,RedCar.26,Vehicle,E6,normal
492.50,RedCar.27,Vehicle,-E4,normal
492.50,Ped1.17,Pedestrian,-E4,normal
492.50,Ped1.18,Pedestrian,-E4,normal
492.50,Ped1.19,Pedestrian,-E4,normal
492.50,Ped1.20,Pedestrian,:J5_c1,crossing
492.50,Ped2.17,Pedestrian,-E6,normal
492.50,Ped2.18,Pedestrian,-E6,normal
492.50,Ped2.19,Pedestrian,-E6,normal
492.50,Ped2.20,Pedestrian,:J5_w1,walkingarea
492.60,CyanCar.26,Vehicle,E4,normal
492.60,CyanCar.27,Vehicle,-E6,normal
492.60,RedCar.25,Vehicle,E6,normal
492.60,RedCar.26,Vehicle,E6,normal
492.60,RedCar.27,Vehicle,-E4,normal
492.60,Ped1.17,Pedestrian,-E4,normal
492.60,Ped1.18,Pedestrian,-E4,normal
492.60,Ped1.19,Pedestrian,-E4,normal
492.60,Ped1.20,Pedestrian,:J5_w3,walkingarea
492.60,Ped2.17,Pedestrian,-E6,normal
492.60,Ped2.18,Pedestrian,-E6,normal
492.60,Ped2.19,Pedestrian,-E6,normal
492.60,Ped2.20,Pedestrian,:J5_w1,walkingarea
492.70,CyanCar.26,Vehicle,E4,normal
492.70,CyanCar.27,Vehicle,-E6,normal
492.70,RedCar.25,Vehicle,E6,normal
492.70,RedCar.26,Vehicle,E6,normal
492.70,RedCar.27,Vehicle,-E4,normal
492.70,Ped1.17,Pedestrian,-E4,normal
492.70,Ped1.18,Pedestrian,-E4,normal
492.70,Ped1.19,Pedestrian,-E4,normal
492.70,Ped1.20,Pedestrian,:J5_w3,walkingarea
492.70,Ped2.17,Pedestrian,-E6,normal
492.70,Ped2.18,Pedestrian,-E6,normal
492.70,Ped2.19,Pedestrian,-E6,normal
492.70,Ped2.20,Pedestrian,:J5_w1,walkingarea
492.80,CyanCar.26,Vehicle,E4,normal
492.80,CyanCar.27,Vehicle,-E6,normal
492.80,RedCar.25,Vehicle,E6,normal
492.80,RedCar.26,Vehicle,E6,normal
492.80,RedCar.27,Vehicle,-E4,normal
492.80,Ped1.17,Pedestrian,-E4,normal
492.80,Ped1.18,Pedestrian,-E4,normal
492.80,Ped1.19,Pedestrian,-E4,normal
492.80,Ped1.20,Pedestrian,:J5_w3,walkingarea
492.80,Ped2.17,Pedestrian,-E6,normal
492.80,Ped2.18,Pedestrian,-E6,normal
492.80,Ped2.19,Pedestrian,-E6,normal
